"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","NCHLT5","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2022,202201,468360,2022000373217,49972.0,2022004683601,310217,1,3,49327.2,0,0,2,20,6,1,100,0,0,7,71,1,10,8900,1,11
2022,202201,468521,2022000377953,12251.2,2022004685211,190117,1,2,13057.2,0,0,2,61,1,1,100,0,0,7,71,1,10,40000,1,11
2022,202201,468683,2022000382817,28371.2,2022004686831,310917,1,1,28532.4,1,1,2,33,6,7,700,2,200,6,65,1,10,12000,1,11
2022,202201,469005,2022000391727,9027.2,2022004690051,310517,1,1,9188.4,1,0,1,41,1,6,600,0,0,10,101,1,10,140000,1,11
2022,202201,469005,2022000391727,9027.2,2022004690051,310517,1,2,9672.0,1,0,2,41,1,6,600,0,0,11,114,1,10,110000,1,11
2022,202201,469166,2022000396084,10800.4,2022004691661,310417,1,2,11606.4,2,0,2,51,4,1,100,0,0,11,114,1,10,60000,1,11
2022,202201,469166,2022000396084,10800.4,2022004691661,310417,1,4,10639.2,0,0,2,19,6,8,826,1,100,6,63,1,10,10000,1,11
2022,202201,469327,2022000400764,16442.4,2022004693271,311617,1,1,16603.6,0,0,2,56,4,1,100,0,0,6,63,1,10,63000,1,11
2022,202201,469327,2022000400764,16442.4,2022004693271,311617,1,2,16764.8,0,0,1,61,4,1,100,0,0,6,63,1,10,60000,2,20
2022,202201,469650,2022000409223,22084.4,2022004696501,316317,1,1,22084.4,3,0,1,45,1,8,826,2,200,6,65,1,10,60000,1,11
2022,202201,469811,2022000414304,12412.4,2022004698111,310417,1,1,12251.2,2,0,2,45,1,8,826,1,100,6,65,1,10,45000,1,11
2022,202201,469811,2022000414304,12412.4,2022004698111,310417,1,2,9027.2,2,0,1,46,1,8,826,1,100,6,63,1,10,75000,1,11
2022,202201,469811,2022000414304,12412.4,2022004698111,310417,1,3,11445.2,0,0,2,24,6,8,826,1,100,8,81,1,10,14000,1,11
2022,202201,469972,2022000418370,61578.4,2022004699721,315417,1,1,61739.6,0,0,2,24,6,2,200,0,0,10,101,1,10,33000,1,11
2022,202201,469972,2022000418370,61578.4,2022004699721,315417,1,2,63029.2,0,0,1,28,6,2,200,0,0,7,71,1,10,36000,1,11
2022,202201,469972,2022000418370,61578.4,2022004699721,315417,1,3,43040.4,0,0,2,24,6,1,100,0,0,10,101,1,10,80000,1,11
2022,202201,470133,2022000423166,5803.2,2022004701331,310517,1,1,5803.2,0,0,2,62,5,1,100,0,0,10,101,1,10,140000,1,11
2022,202201,470456,2022000431398,4191.2,2022004704561,1210017,1,1,4352.4,0,0,1,57,1,1,100,0,0,8,81,1,10,60000,1,13
2022,202201,470456,2022000431398,4191.2,2022004704561,1210017,1,2,4513.6,0,0,2,54,1,1,100,0,0,8,81,1,10,20000,1,11
2022,202201,470617,2022000435990,12251.2,2022004706171,311617,1,1,12412.4,0,0,1,39,1,1,100,0,0,7,71,1,10,60000,1,11
2022,202201,470617,2022000435990,12251.2,2022004706171,311617,1,2,15152.8,0,0,2,41,1,1,100,0,0,10,101,1,10,300000,1,11
2022,202201,470939,2022000444236,16281.2,2022004709391,1430017,1,1,16281.2,1,1,2,40,1,8,801,0,0,10,101,1,10,55000,1,11
2022,202201,470939,2022000444236,16281.2,2022004709391,1430017,1,2,20633.6,1,1,1,35,1,8,801,0,0,7,71,1,10,50000,1,11
2022,202201,471101,2022000449281,20311.2,2022004711011,311117,1,1,20311.2,3,0,2,46,1,1,100,0,0,11,116,1,10,116000,1,11
2022,202201,471101,2022000449281,20311.2,2022004711011,311117,1,2,22729.2,3,0,1,54,1,1,100,0,0,11,116,1,10,191000,1,11
2022,202201,471262,2022000453729,45942.0,2022004712621,730017,1,1,45942.0,0,0,2,21,6,1,100,0,0,10,101,1,10,4400,1,11
2022,202201,471262,2022000453729,45942.0,2022004712621,730017,1,2,14991.6,0,0,2,22,6,8,826,1,100,6,65,1,10,37400,1,11
2022,202201,471262,2022000453729,45942.0,2022004712621,730017,1,3,15152.8,0,0,2,22,6,8,826,1,100,6,63,1,10,29000,1,11
2022,202201,471262,2022000453729,45942.0,2022004712621,730017,1,4,14830.4,0,0,2,22,6,8,826,1,100,7,71,1,10,35000,1,11
2022,202201,471423,2022000458200,9510.8,2022004714231,310817,1,1,9510.8,2,1,1,38,1,1,100,0,0,10,101,1,10,165000,2,20
2022,202201,471423,2022000458200,9510.8,2022004714231,310817,1,2,9994.4,2,1,2,35,1,1,100,0,0,10,101,1,10,6000,1,11
2022,202201,471584,2022000463045,4513.6,2022004715841,990017,1,1,4513.6,0,0,1,38,1,1,100,0,0,8,81,1,10,50000,2,20
2022,202201,471584,2022000463045,4513.6,2022004715841,990017,1,2,3868.8,0,0,2,35,1,1,100,0,0,6,63,1,10,30000,1,11
2022,202201,472068,2022000477098,10639.2,2022004720681,970517,1,1,10639.2,1,0,2,42,1,6,610,0,0,11,115,1,10,250000,1,11
2022,202201,472068,2022000477098,10639.2,2022004720681,970517,1,2,12896.0,1,0,1,50,1,6,610,0,0,11,116,1,10,150000,1,11
2022,202201,472229,2022000481637,17087.2,2022004722291,190217,1,1,17087.2,3,0,2,30,1,1,100,0,0,10,101,1,10,30000,1,11
2022,202201,472229,2022000481637,17087.2,2022004722291,190217,1,2,11928.8,3,0,1,30,1,1,100,0,0,6,63,1,10,28000,1,11
2022,202201,473196,2022000508224,29499.6,2022004731961,890217,1,1,29499.6,4,1,1,35,1,7,700,1,100,6,63,1,10,50000,1,11
2022,202201,473519,2022000517535,2095.6,2022004735191,1210017,1,2,1934.4,0,0,2,55,1,1,100,0,0,7,71,1,10,30000,1,11
2022,202201,473680,2022000522182,10800.4,2022004736801,315417,1,1,10800.4,0,0,1,49,1,1,100,0,0,11,114,1,10,98000,1,11
2022,202201,473680,2022000522182,10800.4,2022004736801,315417,1,2,7898.8,0,0,2,50,1,1,100,0,0,11,116,1,10,13200,1,11
2022,202201,473841,2022000526143,10478.0,2022004738411,1110217,1,1,10478.0,0,0,2,54,6,1,100,0,0,10,101,1,10,99000,1,11
2022,202201,474002,2022000530558,18860.4,2022004740021,315817,1,3,28210.0,0,0,1,50,3,2,200,0,0,6,63,1,10,45000,1,11
2022,202201,474002,2022000530558,18860.4,2022004740021,315817,1,6,23857.6,0,0,2,43,6,2,200,0,0,6,63,1,10,34000,1,11
2022,202201,474163,2022000535165,11928.8,2022004741631,1630217,1,1,12090.0,0,0,1,32,1,1,100,0,0,11,114,1,10,100000,1,11
2022,202201,474163,2022000535165,11928.8,2022004741631,1630217,1,2,11928.8,0,0,2,32,1,1,100,0,0,10,101,1,10,70000,1,11
2022,202201,474647,2022000548717,81406.0,2022004746471,930017,1,1,81406.0,2,0,2,48,3,1,100,0,0,10,101,1,10,1800,1,11
2022,202201,474647,2022000548717,81406.0,2022004746471,930017,1,2,64802.4,0,0,1,18,6,1,100,0,0,5,50,1,10,2000,1,11
2022,202201,474969,2022000557000,35141.6,2022004749691,430417,1,1,35141.6,0,0,1,29,1,1,100,0,0,8,81,1,10,21000,1,11
2022,202201,474969,2022000557000,35141.6,2022004749691,430417,1,2,18699.2,0,0,2,30,1,7,700,1,100,7,71,1,10,41000,1,11
2022,202201,475131,2022000560983,19182.8,2022004751311,430517,1,1,19182.8,0,0,1,42,4,1,100,0,0,11,114,1,10,188000,1,11
2022,202201,475292,2022000565403,19344.0,2022004752921,315417,1,1,19505.2,1,0,2,50,4,1,100,0,0,10,101,1,10,135000,1,11
2022,202201,475937,2022000584948,12412.4,2022004759371,1990017,1,1,12412.4,2,2,2,31,1,7,700,0,0,10,101,1,10,68000,1,11
2022,202201,475937,2022000584948,12412.4,2022004759371,1990017,1,2,13863.2,2,2,1,36,1,7,700,0,0,0,2,1,10,65000,1,11
2022,202201,476098,2022000589004,30789.2,2022004760981,315717,1,1,30789.2,0,0,2,37,1,1,100,1,100,0,2,1,10,0,1,11
2022,202201,476098,2022000589004,30789.2,2022004760981,315717,1,2,41750.8,0,0,1,36,1,1,100,1,100,7,71,1,10,30000,1,11
2022,202201,476098,2022000589004,30789.2,2022004760981,315717,1,3,24502.4,1,0,2,33,4,1,100,1,100,6,61,1,10,76000,1,11
2022,202201,476420,2022000597065,16120.0,2022004764201,316217,1,1,16281.2,2,0,2,55,1,3,304,0,0,8,81,1,10,60000,1,11
2022,202201,476420,2022000597065,16120.0,2022004764201,316217,1,2,25953.2,2,0,1,54,1,2,200,0,0,8,81,1,10,45000,1,11
2022,202201,476420,2022000597065,16120.0,2022004764201,316217,1,3,24018.8,0,0,2,34,2,3,304,0,0,10,101,1,10,50000,1,11
2022,202201,476420,2022000597065,16120.0,2022004764201,316217,1,4,23857.6,0,0,2,34,6,3,304,0,0,6,64,1,10,48000,1,11
2022,202201,476581,2022000600994,2579.2,2022004765811,370017,1,1,2579.2,0,0,1,31,4,1,100,0,0,6,63,1,10,30000,1,11
2022,202201,476904,2022000610058,15475.2,2022004769041,1430017,1,1,15314.0,0,0,2,64,1,1,100,0,0,11,114,1,10,177000,1,11
2022,202201,477226,2022000619761,21117.2,2022004772261,970117,1,1,21117.2,0,0,2,40,1,7,700,0,0,10,101,1,10,36000,1,11
2022,202201,477226,2022000619761,21117.2,2022004772261,970117,1,2,18860.4,0,0,1,42,1,7,700,0,0,10,101,1,10,33000,1,11
2022,202201,477387,2022000624422,73829.6,2022004773871,930017,1,1,73829.6,3,0,2,41,6,8,826,1,100,8,81,1,10,14000,1,11
2022,202201,477549,2022000628927,26114.4,2022004775491,890417,1,1,25953.2,4,0,1,46,1,8,826,1,100,2,26,1,10,25400,1,11
2022,202201,477549,2022000628927,26114.4,2022004775491,890417,1,3,32562.4,0,0,1,22,6,8,826,1,100,4,40,1,10,15000,1,11
2022,202201,477710,2022000633193,10800.4,2022004777101,730017,1,1,10800.4,1,0,2,37,5,1,100,0,0,6,63,1,10,10200,1,11
2022,202201,477871,2022000637668,8221.2,2022004778711,311017,1,1,8221.2,0,0,2,41,3,8,802,0,0,10,101,1,10,11000,1,11
2022,202201,478032,2022000643015,16442.4,2022004780321,316117,1,1,16442.4,4,0,2,32,6,2,200,0,0,0,2,1,10,30000,1,11
2022,202201,478355,2022000652510,10961.6,2022004783551,315617,1,1,11122.8,3,0,2,49,1,1,100,0,0,10,101,1,10,50000,1,11
2022,202201,478355,2022000652510,10961.6,2022004783551,315617,1,2,11445.2,3,0,1,54,1,1,100,0,0,10,101,1,10,100000,1,11
2022,202201,478516,2022000657235,11284.0,2022004785161,430617,1,3,10316.8,0,0,2,40,6,1,100,0,0,6,65,1,10,15000,1,11
2022,202201,478838,2022000665764,8866.0,2022004788381,430617,1,1,8866.0,3,1,2,35,1,6,610,0,0,10,101,1,10,56000,1,11
2022,202201,478838,2022000665764,8866.0,2022004788381,430617,1,2,10316.8,3,1,1,36,1,6,610,0,0,10,101,1,10,6200,1,11
2022,202201,478999,2022000669990,10478.0,2022004789991,290017,1,1,10639.2,4,0,1,41,1,1,100,0,0,10,101,1,10,140000,1,11
2022,202201,479161,2022000674422,11767.6,2022004791611,1630217,1,1,11767.6,0,0,2,59,1,1,100,0,0,11,114,1,10,80000,1,11
2022,202201,479322,2022000679203,20956.0,2022004793221,310417,1,1,20956.0,0,0,1,58,1,1,100,0,0,8,81,1,10,100000,1,11
2022,202201,479322,2022000679203,20956.0,2022004793221,310417,1,2,18699.2,0,0,2,56,1,1,100,0,0,6,65,1,10,25000,1,11
2022,202201,479483,2022000683820,19182.8,2022004794831,316817,1,3,18376.8,0,0,1,37,6,2,200,0,0,6,65,1,10,30000,1,11
2022,202201,479805,2022000692959,18699.2,2022004798051,1610017,1,1,18860.4,1,0,2,57,4,9,901,0,0,11,116,1,10,100000,2,20
2022,202201,479805,2022000692959,18699.2,2022004798051,1610017,1,2,20794.8,0,0,2,24,6,9,950,0,0,6,61,1,10,8000,1,11
2022,202201,480128,2022000701777,4191.2,2022004801281,490017,1,1,4191.2,2,0,2,33,6,1,100,0,0,7,71,1,10,250,1,11
2022,202201,480289,2022000706755,13540.8,2022004802891,1430017,1,1,13540.8,0,0,2,39,6,1,100,0,0,8,81,1,10,88000,1,11
2022,202201,480289,2022000706755,13540.8,2022004802891,1430017,1,2,14185.6,0,0,1,35,6,1,100,0,0,8,81,1,10,63000,1,11
2022,202201,480450,2022000711040,2418.0,2022004804501,990017,1,1,2418.0,3,2,1,50,1,1,100,0,0,10,101,1,10,135000,1,11
2022,202201,480611,2022000715704,4030.0,2022004806111,1950017,1,1,4191.2,0,0,2,59,5,1,100,0,0,6,63,1,10,32300,1,11
2022,202201,480773,2022000720717,14991.6,2022004807731,890317,1,1,15152.8,0,0,2,28,6,1,100,0,0,6,63,1,10,400,1,11
2022,202201,480773,2022000720717,14991.6,2022004807731,890317,1,2,13218.4,0,0,2,29,6,1,100,0,0,11,114,1,10,50000,1,11
2022,202201,480934,2022000725308,22568.0,2022004809341,315917,1,2,25630.8,0,0,2,47,1,2,200,0,0,6,63,1,10,12000,1,11
2022,202201,481095,2022000729372,10639.2,2022004810951,430417,1,1,10639.2,1,0,1,57,1,1,100,0,0,6,64,1,10,35000,1,11
2022,202201,481095,2022000729372,10639.2,2022004810951,430417,1,2,10316.8,1,0,2,55,1,1,100,0,0,6,64,1,10,30000,1,11
2022,202201,481256,2022000733531,26436.8,2022004812561,1790017,1,1,26436.8,0,0,1,53,4,1,100,0,0,6,63,1,10,35000,1,11
2022,202201,481417,2022000738120,20311.2,2022004814171,430117,1,1,20311.2,1,0,1,56,1,6,669,0,0,10,101,1,10,168000,1,11
2022,202201,481417,2022000738120,20311.2,2022004814171,430117,1,2,11445.2,1,0,2,47,1,6,669,0,0,10,101,1,10,83000,1,11
2022,202201,481417,2022000738120,20311.2,2022004814171,430117,1,3,14669.2,0,0,2,22,2,6,669,0,0,10,101,1,10,16000,1,11
2022,202201,481740,2022000746935,52067.6,2022004817401,970117,1,1,52067.6,0,0,1,19,6,6,600,1,100,6,63,1,10,21800,1,11
2022,202201,482062,2022000755794,8866.0,2022004820621,315417,1,1,8704.8,0,0,1,28,6,1,100,0,0,11,114,1,10,65000,1,11
2022,202201,482223,2022000760975,7092.8,2022004822231,1210017,1,1,7092.8,5,0,2,39,1,1,100,0,0,6,65,1,10,50000,1,11
2022,202201,482223,2022000760975,7092.8,2022004822231,1210017,1,2,8704.8,5,0,1,40,1,1,100,0,0,6,63,1,10,70000,1,11
2022,202201,482385,2022000765222,6931.6,2022004823851,10017,1,1,6931.6,0,0,2,62,4,1,100,0,0,6,65,1,10,30000,1,11
2022,202201,482546,2022000769649,17087.2,2022004825461,370017,1,2,9188.4,3,1,1,30,1,1,100,0,0,6,63,1,10,72000,1,11
2022,202201,482707,2022000774300,15475.2,2022004827071,311417,1,1,15314.0,3,0,1,53,1,8,802,0,0,8,81,1,10,120000,1,11
2022,202201,482707,2022000774300,15475.2,2022004827071,311417,1,2,52712.4,3,0,2,46,1,1,100,0,0,8,81,1,10,32000,1,11
2022,202201,482707,2022000774300,15475.2,2022004827071,311417,1,3,34013.2,0,0,1,20,6,8,802,0,0,6,63,1,10,35000,1,11
2022,202201,482707,2022000774300,15475.2,2022004827071,311417,1,4,34174.4,0,0,1,18,6,8,802,0,0,6,63,1,10,3600,1,11
2022,202201,482868,2022000779207,83501.6,2022004828681,311817,1,1,83340.4,0,0,2,42,6,2,200,0,0,10,101,1,10,87000,1,11
2022,202201,483029,2022000783339,11445.2,2022004830291,970417,1,1,11284.0,1,0,2,56,4,1,100,0,0,10,101,1,10,78000,1,11
2022,202201,483191,2022000787847,10639.2,2022004831911,315317,1,1,10478.0,0,0,1,62,6,8,802,0,0,7,71,1,10,28000,1,11
2022,202201,483352,2022000792162,17087.2,2022004833521,1430017,1,1,16926.0,0,0,2,62,5,2,200,0,0,6,64,1,10,22000,1,11
2022,202201,483513,2022000796475,7092.8,2022004835131,1350017,1,1,7092.8,3,1,1,32,1,1,100,0,0,6,63,1,10,100000,1,11
2022,202201,483835,2022000805226,51100.4,2022004838351,310217,1,1,51261.6,1,0,2,55,4,1,100,0,0,6,63,1,10,66000,1,11
2022,202201,483835,2022000805226,51100.4,2022004838351,310217,1,2,64480.0,0,0,1,21,6,1,100,0,0,7,71,1,10,670,1,11
2022,202201,483997,2022000809266,38365.6,2022004839971,970117,1,1,38365.6,3,0,1,50,1,8,826,1,100,6,63,1,10,40000,1,11
2022,202201,483997,2022000809266,38365.6,2022004839971,970117,1,2,23696.4,3,0,2,48,1,8,826,1,100,6,63,1,10,50000,1,11
2022,202201,483997,2022000809266,38365.6,2022004839971,970117,1,3,22729.2,0,0,2,29,6,8,826,1,100,6,63,1,10,10000,1,11
2022,202201,484158,2022000814038,1612.0,2022004841581,1170017,1,1,1612.0,0,0,2,21,6,1,100,0,0,6,63,1,10,3500,1,11
2022,202201,484158,2022000814038,1612.0,2022004841581,1170017,1,2,806.0,0,0,1,23,6,1,100,0,0,8,81,1,10,47000,1,11
2022,202201,484319,2022000818635,7576.4,2022004843191,310217,1,1,7576.4,1,0,2,52,1,4,400,0,0,10,101,1,10,11500,1,11
2022,202201,484319,2022000818635,7576.4,2022004843191,310217,1,2,7415.2,1,0,1,54,1,4,400,0,0,6,64,1,10,11500,1,11
2022,202201,484319,2022000818635,7576.4,2022004843191,310217,1,3,9510.8,0,0,1,24,6,4,400,0,0,10,101,1,10,78000,1,11
2022,202201,484803,2022000831573,2256.8,2022004848031,970517,1,1,2418.0,2,2,1,38,1,1,100,0,0,10,101,1,10,250000,1,11
2022,202201,484803,2022000831573,2256.8,2022004848031,970517,1,2,2256.8,2,2,2,35,1,1,100,0,0,11,114,1,10,30000,1,11
2022,202201,484964,2022000835973,59321.6,2022004849641,315617,1,1,59321.6,3,1,2,30,6,8,801,2,200,6,63,1,10,31200,1,11
2022,202201,485125,2022000840623,11284.0,2022004851251,1130017,1,1,11122.8,1,1,2,40,1,1,100,0,0,8,81,1,10,300000,1,11
2022,202201,485447,2022000850184,2901.6,2022004854471,1190217,1,1,2901.6,0,0,2,54,1,1,100,0,0,6,63,1,10,44000,1,11
2022,202201,485609,2022000854937,31756.4,2022004856091,1950017,1,1,31917.6,1,0,2,42,1,8,826,0,0,7,71,1,10,63000,1,11
2022,202201,485609,2022000854937,31756.4,2022004856091,1950017,1,2,35141.6,1,0,1,56,1,1,100,0,0,8,81,1,10,77000,1,11
2022,202201,485770,2022000859479,29016.0,2022004857701,1110117,1,1,29177.2,1,0,2,55,1,1,100,0,0,6,64,1,10,47000,1,11
2022,202201,485770,2022000859479,29016.0,2022004857701,1110117,1,3,36592.4,0,0,2,30,6,1,100,0,0,10,101,1,10,10000,2,20
2022,202201,485931,2022000863772,9994.4,2022004859311,311117,1,1,9994.4,2,0,2,43,1,1,100,0,0,11,114,1,10,80000,1,11
2022,202201,485931,2022000863772,9994.4,2022004859311,311117,1,2,9994.4,2,0,1,44,1,1,100,0,0,10,101,1,10,55000,1,11
2022,202201,486415,2022000877654,24018.8,2022004864151,890317,1,1,24018.8,1,0,2,50,4,1,100,0,0,7,71,1,10,50000,1,11
2022,202201,486415,2022000877654,24018.8,2022004864151,890317,1,2,35302.8,0,0,2,18,6,1,100,0,0,6,63,1,10,1800,1,11
2022,202201,486576,2022000881223,24986.0,2022004865761,970417,1,1,24986.0,1,0,1,55,1,8,826,1,100,8,81,1,10,60000,1,11
2022,202201,486576,2022000881223,24986.0,2022004865761,970417,1,2,31434.0,1,0,2,54,1,1,100,0,0,7,71,1,10,94000,1,11
2022,202201,486576,2022000881223,24986.0,2022004865761,970417,1,3,20956.0,3,1,2,34,6,1,100,0,0,10,101,1,10,49000,1,11
2022,202201,487059,2022000893531,32401.2,2022004870591,316017,1,1,32401.2,1,0,1,43,1,1,100,1,100,10,101,1,10,102000,1,11
2022,202201,487059,2022000893531,32401.2,2022004870591,316017,1,2,26759.2,1,0,2,43,1,1,100,0,0,11,114,1,10,616000,1,11
2022,202201,487221,2022000898856,5480.8,2022004872211,190217,1,1,5480.8,0,0,1,64,4,1,100,0,0,6,61,1,10,48000,1,11
2022,202201,487382,2022000903116,17087.2,2022004873821,310917,1,2,21117.2,0,0,1,64,1,1,100,0,0,6,63,1,10,50000,1,11
2022,202201,487865,2022000916829,12573.6,2022004878651,316717,1,1,12412.4,1,0,2,38,6,2,200,0,0,10,101,1,10,42000,1,11
2022,202201,488188,2022000925427,8704.8,2022004881881,315417,1,1,8704.8,0,0,2,65,1,6,600,0,0,10,101,1,10,6000,1,11
2022,202201,488188,2022000925427,8704.8,2022004881881,315417,1,2,11445.2,0,0,1,65,1,1,100,0,0,11,114,1,10,120000,1,11
2022,202201,488349,2022000929641,11928.8,2022004883491,315917,1,1,11928.8,0,0,1,42,6,1,100,0,0,10,101,1,10,80000,1,11
2022,202201,488510,2022000934022,18860.4,2022004885101,315817,1,2,16926.0,1,0,2,63,1,1,100,0,0,11,114,1,10,0,1,11
2022,202201,488510,2022000934022,18860.4,2022004885101,315817,1,3,15152.8,0,0,2,30,6,1,100,0,0,11,114,1,10,25000,1,11
2022,202201,488833,2022000943374,4191.2,2022004888331,1210017,1,1,4191.2,2,1,1,33,1,1,100,0,0,10,101,1,10,80000,1,11
2022,202201,488833,2022000943374,4191.2,2022004888331,1210017,1,2,4352.4,2,1,2,33,1,1,100,0,0,11,114,1,10,200000,1,11
2022,202201,488994,2022000947684,20150.0,2022004889941,490017,1,1,20311.2,2,2,1,29,1,1,100,0,0,10,101,1,10,50000,1,11
2022,202201,488994,2022000947684,20150.0,2022004889941,490017,1,2,13057.2,2,2,2,31,1,1,100,0,0,10,101,1,10,100000,1,11
2022,202201,489155,2022000951818,24663.6,2022004891551,970417,1,1,24663.6,1,0,1,49,1,1,100,0,0,10,101,1,10,5000,1,11
2022,202201,489155,2022000951818,24663.6,2022004891551,970417,1,2,18054.4,1,0,2,48,1,1,100,0,0,10,101,1,10,22600,1,11
2022,202201,489316,2022000956740,2579.2,2022004893161,1350017,1,1,2579.2,0,0,2,35,1,7,700,1,100,10,101,1,10,38000,1,11
2022,202201,489316,2022000956740,2579.2,2022004893161,1350017,1,2,2579.2,0,0,1,46,1,7,700,1,100,10,101,1,10,48000,1,11
2022,202201,489477,2022000961612,9833.2,2022004894771,990017,1,4,17893.2,0,0,1,24,2,1,100,0,0,7,71,1,10,4500,1,11
2022,202201,489639,2022000966518,13218.4,2022004896391,970217,1,1,13218.4,0,0,1,50,1,7,700,1,100,6,63,1,10,22000,1,11
2022,202201,489639,2022000966518,13218.4,2022004896391,970217,1,2,17087.2,0,0,2,51,1,7,700,1,100,6,63,1,10,22000,1,11
2022,202201,489961,2022000975074,4836.0,2022004899611,950017,1,2,4191.2,2,1,1,34,1,1,100,0,0,3,30,1,10,68000,1,11
2022,202201,491573,2022001020200,13540.8,2022004915731,430117,1,1,13540.8,0,0,1,60,1,1,100,0,0,7,71,1,10,72000,1,11
2022,202201,491573,2022001020200,13540.8,2022004915731,430117,1,2,12412.4,0,0,2,59,1,1,100,0,0,8,81,1,10,9200,1,11
2022,202201,491734,2022001024573,23857.6,2022004917341,310917,1,1,23857.6,2,0,1,64,1,7,700,1,100,6,63,1,10,150000,1,11
2022,202201,491734,2022001024573,23857.6,2022004917341,310917,1,3,10478.0,0,0,1,29,6,7,700,1,100,10,101,1,10,35000,1,11
2022,202201,491734,2022001024573,23857.6,2022004917341,310917,1,4,12573.6,0,0,1,43,6,7,700,4,416,6,63,1,10,40000,1,11
2022,202201,492218,2022001038182,12896.0,2022004922181,190217,1,1,12896.0,0,0,2,62,1,1,100,0,0,10,101,1,10,25000,1,11
2022,202201,492540,2022001047058,4030.0,2022004925401,1950017,1,1,4191.2,0,0,2,31,2,1,100,0,0,7,71,1,10,52000,1,11
2022,202201,492701,2022001051336,7092.8,2022004927011,1170017,1,1,7092.8,1,0,1,43,1,1,100,0,0,7,71,1,10,75000,2,20
2022,202201,492701,2022001051336,7092.8,2022004927011,1170017,1,2,5803.2,1,0,2,39,1,1,100,0,0,8,81,1,10,52000,1,11
2022,202201,492863,2022001056312,10800.4,2022004928631,311417,1,1,10800.4,0,0,1,32,1,1,100,0,0,8,81,1,10,115000,1,11
2022,202201,492863,2022001056312,10800.4,2022004928631,311417,1,2,12896.0,0,0,2,30,1,1,100,0,0,11,114,1,10,61000,1,11
2022,202201,493185,2022001065624,15636.4,2022004931851,950017,1,1,15636.4,0,0,2,19,6,1,100,0,0,6,63,1,10,13000,1,11
2022,202201,493507,2022001074808,1450.8,2022004935071,950017,1,2,3224.0,1,1,1,27,1,1,100,0,0,7,71,1,10,48000,1,11
2022,202201,493669,2022001079423,12090.0,2022004936691,370017,1,3,15797.6,0,0,2,59,4,1,100,0,0,6,63,1,10,20000,1,11
2022,202201,493830,2022001083988,18699.2,2022004938301,490017,1,1,18860.4,1,1,2,31,6,1,100,0,0,10,101,1,12,83000,1,11
2022,202201,493830,2022001083988,18699.2,2022004938301,490017,1,2,33690.8,1,1,1,32,6,1,100,0,0,7,71,1,10,32000,1,11
2022,202201,493991,2022001088201,3868.8,2022004939911,1110217,1,1,4030.0,2,1,2,28,1,8,826,1,100,7,71,1,10,37000,1,11
2022,202201,493991,2022001088201,3868.8,2022004939911,1110217,1,2,4191.2,2,1,1,30,1,8,826,2,200,7,71,1,10,30000,1,11
2022,202201,494313,2022001097476,12573.6,2022004943131,316417,1,1,12573.6,1,1,1,33,1,1,100,0,0,8,81,1,10,85000,1,11
2022,202201,494475,2022001101888,27565.2,2022004944751,315917,1,1,27565.2,1,1,1,36,4,1,100,0,0,10,101,1,10,45000,1,11
2022,202201,494797,2022001110902,1612.0,2022004947971,1650017,1,1,1450.8,3,0,1,48,1,1,100,0,0,10,101,1,10,98000,1,11
2022,202201,494797,2022001110902,1612.0,2022004947971,1650017,1,3,2095.6,0,0,1,21,6,1,100,0,0,7,71,1,10,42100,1,11
2022,202201,494797,2022001110902,1612.0,2022004947971,1650017,1,5,967.2,0,0,2,20,6,1,100,0,0,7,71,1,10,8900,1,11
2022,202201,494958,2022001115110,3224.0,2022004949581,1610017,1,1,3224.0,0,0,1,23,6,1,100,0,0,6,63,1,10,50000,1,11
2022,202201,495119,2022001119226,3224.0,2022004951191,1350017,1,1,3224.0,0,0,2,63,4,1,100,0,0,8,81,1,10,24300,1,11
2022,202201,495442,2022001128035,16764.8,2022004954421,370017,1,1,16926.0,0,0,1,65,1,1,100,0,0,7,71,1,10,60000,1,11
2022,202201,495442,2022001128035,16764.8,2022004954421,370017,1,2,18860.4,0,0,2,62,1,1,100,0,0,11,114,1,10,42000,1,11
2022,202201,495603,2022001132425,21278.4,2022004956031,2010117,1,1,21278.4,0,0,1,23,6,1,100,0,0,6,63,1,12,240,1,11
2022,202201,495603,2022001132425,21278.4,2022004956031,2010117,1,2,8866.0,0,0,2,54,4,1,100,0,0,6,65,1,10,3700,1,11
2022,202201,495764,2022001136782,40300.0,2022004957641,430417,1,1,40300.0,0,0,1,33,6,8,826,0,0,10,101,1,10,35000,1,11
2022,202201,495764,2022001136782,40300.0,2022004957641,430417,1,2,29016.0,0,0,1,41,4,8,826,0,0,6,63,1,10,90000,1,11
2022,202201,495925,2022001140639,30628.0,2022004959251,890317,1,1,30628.0,0,0,1,27,6,1,100,0,0,10,101,1,10,30000,1,11
2022,202201,496409,2022001154610,10961.6,2022004964091,311717,1,1,10961.6,0,0,2,49,4,2,200,0,0,11,114,1,10,104000,1,11
2022,202201,496570,2022001159547,11767.6,2022004965701,311117,1,1,11606.4,0,0,1,52,6,1,100,0,0,10,101,1,10,53000,1,11
